nohup: 忽略输入
Building prefix dict from the default dictionary ...
384/564 [===================>..........] - ETA: 0:30<0:14 - loss: 10.4042 
385/564 [===================>..........] - ETA: 0:30<0:14 - loss: 10.3975 
386/564 [===================>..........] - ETA: 0:30<0:14 - loss: 10.3924 
387/564 [===================>..........] - ETA: 0:30<0:14 - loss: 10.3822 
388/564 [===================>..........] - ETA: 0:30<0:13 - loss: 10.3732 
389/564 [===================>..........] - ETA: 0:30<0:13 - loss: 10.3675 
390/564 [===================>..........] - ETA: 0:30<0:13 - loss: 10.3579 
391/564 [===================>..........] - ETA: 0:30<0:13 - loss: 10.3572 
392/564 [===================>..........] - ETA: 0:31<0:13 - loss: 10.3526 
393/564 [===================>..........] - ETA: 0:31<0:13 - loss: 10.3503 
394/564 [===================>..........] - ETA: 0:31<0:13 - loss: 10.3432 
395/564 [====================>.........] - ETA: 0:31<0:13 - loss: 10.3409 
396/564 [====================>.........] - ETA: 0:31<0:13 - loss: 10.3333 
397/564 [====================>.........] - ETA: 0:31<0:13 - loss: 10.3285 
398/564 [====================>.........] - ETA: 0:31<0:13 - loss: 10.3146 
399/564 [====================>.........] - ETA: 0:31<0:13 - loss: 10.3100 
400/564 [====================>.........] - ETA: 0:31<0:12 - loss: 10.3031 
401/564 [====================>.........] - ETA: 0:31<0:12 - loss: 10.2982 
402/564 [====================>.........] - ETA: 0:31<0:12 - loss: 10.2904 
403/564 [====================>.........] - ETA: 0:31<0:12 - loss: 10.2828 
404/564 [====================>.........] - ETA: 0:31<0:12 - loss: 10.2728 
405/564 [====================>.........] - ETA: 0:32<0:12 - loss: 10.2701 
406/564 [====================>.........] - ETA: 0:32<0:12 - loss: 10.2635 
407/564 [====================>.........] - ETA: 0:32<0:12 - loss: 10.2515 
408/564 [====================>.........] - ETA: 0:32<0:12 - loss: 10.2467 
409/564 [====================>.........] - ETA: 0:32<0:12 - loss: 10.2522 
410/564 [====================>.........] - ETA: 0:32<0:12 - loss: 10.2313 
411/564 [====================>.........] - ETA: 0:32<0:12 - loss: 10.2175 
412/564 [====================>.........] - ETA: 0:32<0:12 - loss: 10.1942 
413/564 [====================>.........] - ETA: 0:32<0:11 - loss: 10.1769 
414/564 [=====================>........] - ETA: 0:32<0:11 - loss: 10.1583 
415/564 [=====================>........] - ETA: 0:32<0:11 - loss: 10.1536 
416/564 [=====================>........] - ETA: 0:32<0:11 - loss: 10.1412 
417/564 [=====================>........] - ETA: 0:32<0:11 - loss: 10.1296 
418/564 [=====================>........] - ETA: 0:33<0:11 - loss: 10.1185 
419/564 [=====================>........] - ETA: 0:33<0:11 - loss: 10.1054 
420/564 [=====================>........] - ETA: 0:33<0:11 - loss: 10.0910 
421/564 [=====================>........] - ETA: 0:33<0:11 - loss: 10.0842 
422/564 [=====================>........] - ETA: 0:33<0:11 - loss: 10.0792 
423/564 [=====================>........] - ETA: 0:33<0:11 - loss: 10.0684 
424/564 [=====================>........] - ETA: 0:33<0:11 - loss: 10.0623 
425/564 [=====================>........] - ETA: 0:33<0:10 - loss: 10.0611 
426/564 [=====================>........] - ETA: 0:33<0:10 - loss: 10.0522 
427/564 [=====================>........] - ETA: 0:33<0:10 - loss: 10.0438 
428/564 [=====================>........] - ETA: 0:33<0:10 - loss: 10.0375 
429/564 [=====================>........] - ETA: 0:33<0:10 - loss: 10.0268 
430/564 [=====================>........] - ETA: 0:34<0:10 - loss: 10.0223 
431/564 [=====================>........] - ETA: 0:34<0:10 - loss: 10.0113 
432/564 [=====================>........] - ETA: 0:34<0:10 - loss: 10.0036 
433/564 [======================>.......] - ETA: 0:34<0:10 - loss: 9.9953  
434/564 [======================>.......] - ETA: 0:34<0:10 - loss: 9.9904 
435/564 [======================>.......] - ETA: 0:34<0:10 - loss: 9.9785 
436/564 [======================>.......] - ETA: 0:34<0:10 - loss: 9.9763 
437/564 [======================>.......] - ETA: 0:34<0:10 - loss: 9.9683 
438/564 [======================>.......] - ETA: 0:34<0:09 - loss: 9.9676 
439/564 [======================>.......] - ETA: 0:34<0:09 - loss: 9.9619 
440/564 [======================>.......] - ETA: 0:34<0:09 - loss: 9.9534 
441/564 [======================>.......] - ETA: 0:34<0:09 - loss: 9.9459 
442/564 [======================>.......] - ETA: 0:34<0:09 - loss: 9.9423 
443/564 [======================>.......] - ETA: 0:35<0:09 - loss: 9.9309 
444/564 [======================>.......] - ETA: 0:35<0:09 - loss: 9.9261 
445/564 [======================>.......] - ETA: 0:35<0:09 - loss: 9.9275 
446/564 [======================>.......] - ETA: 0:35<0:09 - loss: 9.9205 
447/564 [======================>.......] - ETA: 0:35<0:09 - loss: 9.9069 
448/564 [======================>.......] - ETA: 0:35<0:09 - loss: 9.9116 
449/564 [======================>.......] - ETA: 0:35<0:09 - loss: 9.9087 
450/564 [======================>.......] - ETA: 0:35<0:09 - loss: 9.9047 
451/564 [======================>.......] - ETA: 0:35<0:08 - loss: 9.8932 
452/564 [=======================>......] - ETA: 0:35<0:08 - loss: 9.8866 
453/564 [=======================>......] - ETA: 0:35<0:08 - loss: 9.8799 
454/564 [=======================>......] - ETA: 0:35<0:08 - loss: 9.8741 
455/564 [=======================>......] - ETA: 0:35<0:08 - loss: 9.8667 
456/564 [=======================>......] - ETA: 0:36<0:08 - loss: 9.8679 
457/564 [=======================>......] - ETA: 0:36<0:08 - loss: 9.8612 
458/564 [=======================>......] - ETA: 0:36<0:08 - loss: 9.8543 
459/564 [=======================>......] - ETA: 0:36<0:08 - loss: 9.8542 
460/564 [=======================>......] - ETA: 0:36<0:08 - loss: 9.8509 
461/564 [=======================>......] - ETA: 0:36<0:08 - loss: 9.8423 
462/564 [=======================>......] - ETA: 0:36<0:08 - loss: 9.8359 
463/564 [=======================>......] - ETA: 0:36<0:07 - loss: 9.8279 
464/564 [=======================>......] - ETA: 0:36<0:07 - loss: 9.8303 
465/564 [=======================>......] - ETA: 0:36<0:07 - loss: 9.8233 
466/564 [=======================>......] - ETA: 0:36<0:07 - loss: 9.8177 
467/564 [=======================>......] - ETA: 0:36<0:07 - loss: 9.8096 
468/564 [=======================>......] - ETA: 0:37<0:07 - loss: 9.8005 
469/564 [=======================>......] - ETA: 0:37<0:07 - loss: 9.7940 
470/564 [========================>.....] - ETA: 0:37<0:07 - loss: 9.7885 
471/564 [========================>.....] - ETA: 0:37<0:07 - loss: 9.7808 
472/564 [========================>.....] - ETA: 0:37<0:07 - loss: 9.7784 
473/564 [========================>.....] - ETA: 0:37<0:07 - loss: 9.7785 
474/564 [========================>.....] - ETA: 0:37<0:07 - loss: 9.7699 
475/564 [========================>.....] - ETA: 0:37<0:07 - loss: 9.7667 
476/564 [========================>.....] - ETA: 0:37<0:06 - loss: 9.7611 
477/564 [========================>.....] - ETA: 0:37<0:06 - loss: 9.7553 
478/564 [========================>.....] - ETA: 0:37<0:06 - loss: 9.7526 
479/564 [========================>.....] - ETA: 0:37<0:06 - loss: 9.7503 
480/564 [========================>.....] - ETA: 0:37<0:06 - loss: 9.7442 
481/564 [========================>.....] - ETA: 0:38<0:06 - loss: 9.7415 
482/564 [========================>.....] - ETA: 0:38<0:06 - loss: 9.7399 
483/564 [========================>.....] - ETA: 0:38<0:06 - loss: 9.7396 
484/564 [========================>.....] - ETA: 0:38<0:06 - loss: 9.7331 
485/564 [========================>.....] - ETA: 0:38<0:06 - loss: 9.7242 
486/564 [========================>.....] - ETA: 0:38<0:06 - loss: 9.7207 
487/564 [========================>.....] - ETA: 0:38<0:06 - loss: 9.7199 
488/564 [========================>.....] - ETA: 0:38<0:06 - loss: 9.7151 
489/564 [=========================>....] - ETA: 0:38<0:05 - loss: 9.7096 
490/564 [=========================>....] - ETA: 0:38<0:05 - loss: 9.7072 
491/564 [=========================>....] - ETA: 0:38<0:05 - loss: 9.6979 
492/564 [=========================>....] - ETA: 0:38<0:05 - loss: 9.6898 
493/564 [=========================>....] - ETA: 0:39<0:05 - loss: 9.6817 
494/564 [=========================>....] - ETA: 0:39<0:05 - loss: 9.6725 
495/564 [=========================>....] - ETA: 0:39<0:05 - loss: 9.6743 
496/564 [=========================>....] - ETA: 0:39<0:05 - loss: 9.6725 
497/564 [=========================>....] - ETA: 0:39<0:05 - loss: 9.6714 
498/564 [=========================>....] - ETA: 0:39<0:05 - loss: 9.6687 
499/564 [=========================>....] - ETA: 0:39<0:05 - loss: 9.6632 
500/564 [=========================>....] - ETA: 0:39<0:05 - loss: 9.6641 
501/564 [=========================>....] - ETA: 0:39<0:04 - loss: 9.6544 
502/564 [=========================>....] - ETA: 0:39<0:04 - loss: 9.6487 
503/564 [=========================>....] - ETA: 0:39<0:04 - loss: 9.6431 
504/564 [=========================>....] - ETA: 0:39<0:04 - loss: 9.6400 
505/564 [=========================>....] - ETA: 0:39<0:04 - loss: 9.6336 
506/564 [=========================>....] - ETA: 0:40<0:04 - loss: 9.6278 
507/564 [=========================>....] - ETA: 0:40<0:04 - loss: 9.6250 
508/564 [==========================>...] - ETA: 0:40<0:04 - loss: 9.6236 
509/564 [==========================>...] - ETA: 0:40<0:04 - loss: 9.6146 
510/564 [==========================>...] - ETA: 0:40<0:04 - loss: 9.6162 
511/564 [==========================>...] - ETA: 0:40<0:04 - loss: 9.6081 
512/564 [==========================>...] - ETA: 0:40<0:04 - loss: 9.6021 
513/564 [==========================>...] - ETA: 0:40<0:04 - loss: 9.5974 
514/564 [==========================>...] - ETA: 0:40<0:03 - loss: 9.5910 
515/564 [==========================>...] - ETA: 0:40<0:03 - loss: 9.5889 
516/564 [==========================>...] - ETA: 0:40<0:03 - loss: 9.5819 
517/564 [==========================>...] - ETA: 0:40<0:03 - loss: 9.5798 
518/564 [==========================>...] - ETA: 0:40<0:03 - loss: 9.5829 
519/564 [==========================>...] - ETA: 0:41<0:03 - loss: 9.5815 
520/564 [==========================>...] - ETA: 0:41<0:03 - loss: 9.5775 
521/564 [==========================>...] - ETA: 0:41<0:03 - loss: 9.5669 
522/564 [==========================>...] - ETA: 0:41<0:03 - loss: 9.5617 
523/564 [==========================>...] - ETA: 0:41<0:03 - loss: 9.5619 
524/564 [==========================>...] - ETA: 0:41<0:03 - loss: 9.5548 
525/564 [==========================>...] - ETA: 0:41<0:03 - loss: 9.5479 
526/564 [==========================>...] - ETA: 0:41<0:03 - loss: 9.5494 
527/564 [===========================>..] - ETA: 0:41<0:02 - loss: 9.5411 
528/564 [===========================>..] - ETA: 0:41<0:02 - loss: 9.5376 
529/564 [===========================>..] - ETA: 0:41<0:02 - loss: 9.5379 
530/564 [===========================>..] - ETA: 0:41<0:02 - loss: 9.5353 
531/564 [===========================>..] - ETA: 0:42<0:02 - loss: 9.5336 
532/564 [===========================>..] - ETA: 0:42<0:02 - loss: 9.5310 
533/564 [===========================>..] - ETA: 0:42<0:02 - loss: 9.5325 
534/564 [===========================>..] - ETA: 0:42<0:02 - loss: 9.5256 
535/564 [===========================>..] - ETA: 0:42<0:02 - loss: 9.5293 
536/564 [===========================>..] - ETA: 0:42<0:02 - loss: 9.5289 
537/564 [===========================>..] - ETA: 0:42<0:02 - loss: 9.5258 
538/564 [===========================>..] - ETA: 0:42<0:02 - loss: 9.5207 
539/564 [===========================>..] - ETA: 0:42<0:01 - loss: 9.5197 
540/564 [===========================>..] - ETA: 0:42<0:01 - loss: 9.5235 
541/564 [===========================>..] - ETA: 0:42<0:01 - loss: 9.5220 
542/564 [===========================>..] - ETA: 0:42<0:01 - loss: 9.5243 
543/564 [===========================>..] - ETA: 0:42<0:01 - loss: 9.5217 
544/564 [===========================>..] - ETA: 0:43<0:01 - loss: 9.5163 
545/564 [===========================>..] - ETA: 0:43<0:01 - loss: 9.5106 
546/564 [============================>.] - ETA: 0:43<0:01 - loss: 9.5071 
547/564 [============================>.] - ETA: 0:43<0:01 - loss: 9.5032 
548/564 [============================>.] - ETA: 0:43<0:01 - loss: 9.4962 
549/564 [============================>.] - ETA: 0:43<0:01 - loss: 9.4910 
550/564 [============================>.] - ETA: 0:43<0:01 - loss: 9.4862 
551/564 [============================>.] - ETA: 0:43<0:01 - loss: 9.4852 
552/564 [============================>.] - ETA: 0:43<0:00 - loss: 9.4800 
553/564 [============================>.] - ETA: 0:43<0:00 - loss: 9.4768 
554/564 [============================>.] - ETA: 0:43<0:00 - loss: 9.4745 
555/564 [============================>.] - ETA: 0:43<0:00 - loss: 9.4694 
556/564 [============================>.] - ETA: 0:44<0:00 - loss: 9.4572 
557/564 [============================>.] - ETA: 0:44<0:00 - loss: 9.4545 
558/564 [============================>.] - ETA: 0:44<0:00 - loss: 9.4526 
559/564 [============================>.] - ETA: 0:44<0:00 - loss: 9.4464 
560/564 [============================>.] - ETA: 0:44<0:00 - loss: 9.4381 
561/564 [============================>.] - ETA: 0:44<0:00 - loss: 9.4338 
562/564 [============================>.] - ETA: 0:44<0:00 - loss: 9.4315 
563/564 [============================>.] - ETA: 0:44<0:00 - loss: 9.4293 
564/564 [==============================] - 0:44 79ms/step - loss: 9.4181 
2024-07-07 08:11:15 - Finish Epoch: 1/50 - loss: 15.1999
日晃百花色    飞飞飞飞床
归期千载鹤    寒寒寒寒寒
  0%|                                                                                                                                                  | 0/227 [00:00<?, ?it/s]  1%|█▏                                                                                                                                        | 2/227 [00:00<00:12, 17.89it/s]  2%|██▍                                                                                                                                       | 4/227 [00:00<00:12, 17.87it/s]  3%|███▋                                                                                                                                      | 6/227 [00:00<00:12, 17.84it/s]  4%|████▊                                                                                                                                     | 8/227 [00:00<00:12, 17.72it/s]  4%|██████                                                                                                                                   | 10/227 [00:00<00:12, 17.66it/s]  5%|███████▏                                                                                                                                 | 12/227 [00:00<00:12, 17.65it/s]  6%|████████▍                                                                                                                                | 14/227 [00:00<00:12, 17.62it/s]  7%|█████████▋                                                                                                                               | 16/227 [00:00<00:11, 17.61it/s]  8%|██████████▊                                                                                                                              | 18/227 [00:01<00:11, 17.64it/s]  9%|████████████                                                                                                                             | 20/227 [00:01<00:11, 17.74it/s] 10%|█████████████▎                                                                                                                           | 22/227 [00:01<00:11, 17.82it/s] 11%|██████████████▍                                                                                                                          | 24/227 [00:01<00:11, 17.84it/s] 11%|███████████████▋                                                                                                                         | 26/227 [00:01<00:11, 17.81it/s] 12%|████████████████▉                                                                                                                        | 28/227 [00:01<00:11, 17.70it/s] 13%|██████████████████                                                                                                                       | 30/227 [00:01<00:11, 17.65it/s] 14%|███████████████████▎                                                                                                                     | 32/227 [00:01<00:11, 17.59it/s] 15%|████████████████████▌                                                                                                                    | 34/227 [00:01<00:10, 17.55it/s] 16%|█████████████████████▋                                                                                                                   | 36/227 [00:02<00:10, 17.56it/s] 17%|██████████████████████▉                                                                                                                  | 38/227 [00:02<00:10, 17.62it/s] 18%|████████████████████████▏                                                                                                                | 40/227 [00:02<00:10, 17.72it/s] 19%|█████████████████████████▎                                                                                                               | 42/227 [00:02<00:10, 17.76it/s] 19%|██████████████████████████▌                                                                                                              | 44/227 [00:02<00:10, 17.76it/s] 20%|███████████████████████████▊                                                                                                             | 46/227 [00:02<00:10, 17.70it/s] 21%|████████████████████████████▉                                                                                                            | 48/227 [00:02<00:10, 17.66it/s] 22%|██████████████████████████████▏                                                                                                          | 50/227 [00:02<00:10, 17.64it/s] 23%|███████████████████████████████▍                                                                                                         | 52/227 [00:02<00:09, 17.64it/s] 24%|████████████████████████████████▌                                                                                                        | 54/227 [00:03<00:09, 17.62it/s] 25%|█████████████████████████████████▊                                                                                                       | 56/227 [00:03<00:09, 17.62it/s] 26%|███████████████████████████████████                                                                                                      | 58/227 [00:03<00:09, 17.71it/s] 26%|████████████████████████████████████▏                                                                                                    | 60/227 [00:03<00:09, 17.79it/s] 27%|█████████████████████████████████████▍                                                                                                   | 62/227 [00:03<00:09, 17.82it/s] 28%|██████████████████████████████████████▋                                                                                                  | 64/227 [00:03<00:09, 17.83it/s] 29%|███████████████████████████████████████▊                                                                                                 | 66/227 [00:03<00:09, 17.77it/s] 30%|█████████████████████████████████████████                                                                                                | 68/227 [00:03<00:08, 17.68it/s] 31%|██████████████████████████████████████████▏                                                                                              | 70/227 [00:03<00:08, 17.65it/s] 32%|███████████████████████████████████████████▍                                                                                             | 72/227 [00:04<00:08, 17.59it/s] 33%|████████████████████████████████████████████▋                                                                                            | 74/227 [00:04<00:08, 17.61it/s] 33%|█████████████████████████████████████████████▊                                                                                           | 76/227 [00:04<00:08, 17.63it/s] 34%|███████████████████████████████████████████████                                                                                          | 78/227 [00:04<00:08, 17.72it/s] 35%|████████████████████████████████████████████████▎                                                                                        | 80/227 [00:04<00:08, 17.77it/s] 36%|█████████████████████████████████████████████████▍                                                                                       | 82/227 [00:04<00:08, 17.81it/s] 37%|██████████████████████████████████████████████████▋                                                                                      | 84/227 [00:04<00:08, 17.78it/s] 38%|███████████████████████████████████████████████████▉                                                                                     | 86/227 [00:04<00:07, 17.72it/s] 39%|█████████████████████████████████████████████████████                                                                                    | 88/227 [00:04<00:07, 17.67it/s] 40%|██████████████████████████████████████████████████████▎                                                                                  | 90/227 [00:05<00:07, 17.65it/s] 41%|███████████████████████████████████████████████████████▌                                                                                 | 92/227 [00:05<00:07, 17.60it/s] 41%|████████████████████████████████████████████████████████▋                                                                                | 94/227 [00:05<00:07, 17.61it/s] 42%|█████████████████████████████████████████████████████████▉                                                                               | 96/227 [00:05<00:07, 17.67it/s] 43%|███████████████████████████████████████████████████████████▏                                                                             | 98/227 [00:05<00:07, 17.75it/s] 44%|███████████████████████████████████████████████████████████▉                                                                            | 100/227 [00:05<00:07, 17.83it/s] 45%|█████████████████████████████████████████████████████████████                                                                           | 102/227 [00:05<00:06, 17.89it/s] 46%|██████████████████████████████████████████████████████████████▎                                                                         | 104/227 [00:05<00:06, 17.81it/s] 47%|███████████████████████████████████████████████████████████████▌                                                                        | 106/227 [00:05<00:06, 17.71it/s] 48%|████████████████████████████████████████████████████████████████▋                                                                       | 108/227 [00:06<00:06, 17.65it/s] 48%|█████████████████████████████████████████████████████████████████▉                                                                      | 110/227 [00:06<00:06, 17.66it/s] 49%|███████████████████████████████████████████████████████████████████                                                                     | 112/227 [00:06<00:06, 17.66it/s] 50%|████████████████████████████████████████████████████████████████████▎                                                                   | 114/227 [00:06<00:06, 17.64it/s] 51%|█████████████████████████████████████████████████████████████████████▍                                                                  | 116/227 [00:06<00:06, 17.71it/s] 52%|██████████████████████████████████████████████████████████████████████▋                                                                 | 118/227 [00:06<00:06, 17.80it/s] 53%|███████████████████████████████████████████████████████████████████████▉                                                                | 120/227 [00:06<00:06, 17.80it/s] 54%|█████████████████████████████████████████████████████████████████████████                                                               | 122/227 [00:06<00:05, 17.81it/s] 55%|██████████████████████████████████████████████████████████████████████████▎                                                             | 124/227 [00:07<00:05, 17.76it/s] 56%|███████████████████████████████████████████████████████████████████████████▍                                                            | 126/227 [00:07<00:05, 17.71it/s] 56%|████████████████████████████████████████████████████████████████████████████▋                                                           | 128/227 [00:07<00:05, 17.67it/s] 57%|█████████████████████████████████████████████████████████████████████████████▉                                                          | 130/227 [00:07<00:05, 17.66it/s] 58%|███████████████████████████████████████████████████████████████████████████████                                                         | 132/227 [00:07<00:05, 17.66it/s] 59%|████████████████████████████████████████████████████████████████████████████████▎                                                       | 134/227 [00:07<00:05, 17.67it/s] 60%|█████████████████████████████████████████████████████████████████████████████████▍                                                      | 136/227 [00:07<00:05, 17.76it/s] 61%|██████████████████████████████████████████████████████████████████████████████████▋                                                     | 138/227 [00:07<00:04, 17.81it/s] 62%|███████████████████████████████████████████████████████████████████████████████████▉                                                    | 140/227 [00:07<00:04, 17.87it/s] 63%|█████████████████████████████████████████████████████████████████████████████████████                                                   | 142/227 [00:08<00:04, 17.88it/s] 63%|██████████████████████████████████████████████████████████████████████████████████████▎                                                 | 144/227 [00:08<00:04, 17.81it/s] 64%|███████████████████████████████████████████████████████████████████████████████████████▍                                                | 146/227 [00:08<00:04, 17.77it/s] 65%|████████████████████████████████████████████████████████████████████████████████████████▋                                               | 148/227 [00:08<00:04, 17.71it/s] 66%|█████████████████████████████████████████████████████████████████████████████████████████▊                                              | 150/227 [00:08<00:04, 17.67it/s] 67%|███████████████████████████████████████████████████████████████████████████████████████████                                             | 152/227 [00:08<00:04, 17.65it/s] 68%|████████████████████████████████████████████████████████████████████████████████████████████▎                                           | 154/227 [00:08<00:04, 17.67it/s] 69%|█████████████████████████████████████████████████████████████████████████████████████████████▍                                          | 156/227 [00:08<00:04, 17.72it/s] 70%|██████████████████████████████████████████████████████████████████████████████████████████████▋                                         | 158/227 [00:08<00:03, 17.78it/s] 70%|███████████████████████████████████████████████████████████████████████████████████████████████▊                                        | 160/227 [00:09<00:03, 17.84it/s] 71%|█████████████████████████████████████████████████████████████████████████████████████████████████                                       | 162/227 [00:09<00:03, 17.81it/s] 72%|██████████████████████████████████████████████████████████████████████████████████████████████████▎                                     | 164/227 [00:09<00:03, 17.74it/s] 73%|███████████████████████████████████████████████████████████████████████████████████████████████████▍                                    | 166/227 [00:09<00:03, 17.69it/s] 74%|████████████████████████████████████████████████████████████████████████████████████████████████████▋                                   | 168/227 [00:09<00:03, 17.64it/s] 75%|█████████████████████████████████████████████████████████████████████████████████████████████████████▊                                  | 170/227 [00:09<00:03, 17.60it/s] 76%|███████████████████████████████████████████████████████████████████████████████████████████████████████                                 | 172/227 [00:09<00:03, 17.61it/s] 77%|████████████████████████████████████████████████████████████████████████████████████████████████████████▏                               | 174/227 [00:09<00:03, 17.64it/s] 78%|█████████████████████████████████████████████████████████████████████████████████████████████████████████▍                              | 176/227 [00:09<00:02, 17.74it/s] 78%|██████████████████████████████████████████████████████████████████████████████████████████████████████████▋                             | 178/227 [00:10<00:02, 17.81it/s] 79%|███████████████████████████████████████████████████████████████████████████████████████████████████████████▊                            | 180/227 [00:10<00:02, 17.80it/s] 80%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████                           | 182/227 [00:10<00:02, 17.67it/s] 81%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                         | 184/227 [00:10<00:02, 17.64it/s] 82%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                        | 186/227 [00:10<00:02, 17.65it/s] 83%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                       | 188/227 [00:10<00:02, 17.65it/s] 84%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                      | 190/227 [00:10<00:02, 17.64it/s] 85%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████                     | 192/227 [00:10<00:01, 17.65it/s] 85%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                   | 194/227 [00:10<00:01, 17.72it/s] 86%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍                  | 196/227 [00:11<00:01, 17.81it/s] 87%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▋                 | 198/227 [00:11<00:01, 17.88it/s] 88%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊                | 200/227 [00:11<00:01, 17.89it/s] 89%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████               | 202/227 [00:11<00:01, 17.79it/s] 90%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏             | 204/227 [00:11<00:01, 17.73it/s] 91%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍            | 206/227 [00:11<00:01, 17.69it/s] 92%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌           | 208/227 [00:11<00:01, 17.59it/s] 93%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊          | 210/227 [00:11<00:00, 17.58it/s] 93%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████         | 212/227 [00:11<00:00, 17.63it/s] 94%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏       | 214/227 [00:12<00:00, 17.73it/s] 95%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍      | 216/227 [00:12<00:00, 17.82it/s] 96%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌     | 218/227 [00:12<00:00, 17.88it/s] 97%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊    | 220/227 [00:12<00:00, 17.86it/s] 98%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████   | 222/227 [00:12<00:00, 17.79it/s] 99%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏ | 224/227 [00:12<00:00, 17.74it/s]100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍| 226/227 [00:12<00:00, 17.72it/s]100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 227/227 [00:12<00:00, 17.72it/s]
