id,survey_type,province,city,county,gender,nationality,religion,religion_freq,edu,edu_status,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_edu,f_political,f_work_14,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,survey_year,survey_hour,survey_week_day,age,has_edu_yer,edu_age,s_age,f_age,m_age,marital_1st_age,marital_now_age,if_exp_inc
5776,1,18,51,84,1,1.0,1.0,1.0,10.0,4.0,60000.0,1.0,98.0,0,0,0,0,1,0,0,0,0,170,200,5.0,5.0,5.0,2,3.0,5.0,5.0,1.0,5.0,5.0,4.0,1.0,3.0,3.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,-1.0,-1.0,5.0,2.0,5.0,4.0,7.0,4.0,1,6.0,9.0,1.0,4.0,1.0,1.0,1.0,2.0,100000.0,4.0,3.0,1.0,1.0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0,3,11.0,1.0,2.0,30000.0,1.0,3.0,1.0,-1.0,-1.0,-1.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,72466.43897578958,3.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,-1.0,4.0,2.0,1.0,60.0,50.0,0.0,65.0,40.0,65.0,70.0,50.0,50.0,2015,9,0,33,1,22.0,33.0,0.0,59.0,28.0,28.0,0
5777,2,18,52,86,1,1.0,1.0,1.0,6.0,4.0,8000.0,1.0,100.0,0,0,0,0,1,0,0,0,0,170,140,5.0,5.0,5.0,1,1.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,8.0,3.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,-1.0,2.0,2.0,20000.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,50000.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,70.0,80.0,75.0,80.0,60.0,80.0,70.0,70.0,75.0,2015,11,6,22,1,19.0,0.0,42.0,42.0,0.0,0.0,0
5778,2,22,66,106,2,1.0,1.0,1.0,4.0,4.0,10000.0,1.0,130.0,0,0,0,1,0,0,0,0,0,155,110,3.0,4.0,3.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,5.0,-1.0,5.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,2,-1.0,15.328795811518324,-1.0,-1.0,2.0,1.0,2.0,2.0,90000.0,7.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,40000.0,3.0,4.0,3.0,3.0,4.0,-1.0,1.0,-1.0,4.0,-1.0,-1.0,-1.0,2.0,4.0,60.0,60.0,70.0,70.0,60.0,50.0,50.0,80.0,70.0,2015,12,6,51,1,6.0,0.0,0.0,0.0,0.0,0.0,0
5779,1,6,17,33,2,1.0,1.0,1.0,5.0,4.0,6000.0,1.0,106.0,0,0,1,0,0,0,0,0,0,154,102,3.0,3.0,4.0,4,2.0,4.0,4.0,1.0,2.0,5.0,3.0,2.0,5.0,3.0,1.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,1,8.0,20.0,1.0,4.0,1.0,1.0,2.0,2.0,66000.0,3.0,3.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0.0,1.0,1.0,3,9.0,1.0,4.0,60000.0,1.0,8.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,40000.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,100.0,90.0,95.0,90.0,80.0,90.0,90.0,90.0,90.0,2015,15,0,40,1,19.0,42.0,71.0,68.0,29.0,29.0,0
5780,2,5,10,26,1,3.0,0.0,4.0,1.0,-1.0,600.0,1.0,100.0,0,1,0,0,0,0,0,0,0,172,150,4.0,4.0,4.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,-1.0,-1.0,1.0,3.0,3.0,1.0,1.0,2.0,3,-1.0,15.328795811518324,-1.0,-1.0,2.0,1.0,2.0,2.0,60000.0,4.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,1.0,0.0,7,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1000.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,70.0,80.0,70.0,60.0,80.0,90.0,80.0,70.0,70.0,2015,10,4,62,0,0.0,0.0,0.0,0.0,35.0,0.0,0
5781,2,11,30,53,2,1.0,1.0,1.0,4.0,4.0,30000.0,1.0,160.0,0,0,0,0,1,0,0,0,0,166,135,5.0,4.0,4.0,1,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,40000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,3,4.0,1.0,1.0,20000.0,3.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,50000.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,5.0,70.0,50.0,30.0,60.0,70.0,80.0,50.0,70.0,70.0,2015,11,4,39,1,16.0,40.0,70.0,66.0,17.0,17.0,0
5782,1,6,12,28,2,1.0,1.0,1.0,3.0,4.0,9999990.0,1.0,102.0,0,0,1,0,0,0,0,0,0,150,140,4.0,4.0,4.0,1,3.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,4.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,72466.43897578958,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,3,3.0,1.0,1.0,30662.25072738773,1.0,3.0,1.0,3.0,1.0,2.0,-1.0,1.0,16.0,2.0,2.0,3.0,-1.0,72466.43897578958,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,80.0,70.0,75.0,80.0,70.0,70.0,70.0,70.0,70.0,2015,16,2,33,0,0.0,39.0,63.0,0.0,22.0,22.0,1
5783,1,24,70,110,1,1.0,1.0,1.0,6.0,4.0,50000.0,1.0,76.0,0,1,0,0,0,0,0,0,0,165,120,2.0,5.0,4.0,5,1.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,6.0,5.0,4.0,4.0,1,3.0,34.0,1.0,3.0,1.0,1.0,2.0,2.0,150000.0,4.0,4.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,3,6.0,1.0,5.0,25000.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,15.0,2.0,1.0,4.0,2.0,100000.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,50.0,50.0,70.0,60.0,70.0,50.0,60.0,80.0,80.0,2015,17,5,53,1,17.0,50.0,88.0,81.0,26.0,26.0,0
5784,1,11,31,54,1,-1.0,1.0,1.0,12.0,4.0,0.0,1.0,120.0,0,0,0,0,1,0,0,0,0,176,130,4.0,5.0,5.0,2,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,6,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,50000.0,4.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,-1.0,100000.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2015,8,0,22,1,22.0,0.0,40.0,0.0,0.0,0.0,0
5785,2,3,6,13,1,1.0,1.0,1.0,3.0,2.0,4000.0,1.0,100.0,0,1,0,0,0,0,0,0,0,150,110,5.0,5.0,5.0,1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,6.0,5.0,7.0,3.0,9.0,1.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,50000.0,3.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,4.0,0.0,7,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,100000.0,5.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,60.0,80.0,30.0,30.0,50.0,60.0,87.0,35.0,50.0,2015,9,4,85,0,0.0,0.0,118.0,115.0,18.0,0.0,0
5786,1,22,66,105,2,1.0,1.0,1.0,4.0,4.0,25000.0,1.0,125.0,0,1,1,0,0,0,0,0,0,162,120,3.0,3.0,4.0,2,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,6.0,2.0,4.0,4.0,5.0,5.0,2.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,1.0,2.0,60000.0,2.0,3.0,3.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,3,12.0,4.0,2.0,35000.0,5.0,-1.0,-1.0,14.0,1.0,1.0,2.0,1.0,15.0,2.0,2.0,3.0,2.0,40000.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,-1.0,3.0,3.0,4.0,80.0,80.0,70.0,70.0,60.0,70.0,60.0,60.0,60.0,2015,16,5,67,1,15.0,72.0,95.0,96.0,21.0,21.0,0
5787,1,11,29,52,1,1.0,1.0,1.0,12.0,4.0,60000.0,1.0,80.0,0,0,0,0,0,0,0,0,1,178,130,4.0,4.0,4.0,1,2.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,1,3.0,6.0,1.0,3.0,1.0,1.0,2.0,2.0,120000.0,3.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,3,12.0,1.0,1.0,60000.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,100000.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2015,16,1,30,1,23.0,30.0,55.0,55.0,28.0,28.0,0
5788,2,15,41,72,2,1.0,1.0,1.0,1.0,-1.0,5000.0,1.0,200.0,0,0,1,0,0,0,0,0,0,165,140,3.0,3.0,2.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,2.0,6.0,1.0,2.0,5.0,5.0,7.0,5.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,300000.0,4.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,2.0,3,6.0,1.0,1.0,27000.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,100000.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,-1.0,5.0,-1.0,-1.0,3.0,2.0,3.0,70.0,50.0,40.0,60.0,60.0,60.0,50.0,60.0,70.0,2015,10,1,50,0,0.0,45.0,76.0,74.0,24.0,24.0,0
5789,1,24,72,112,1,1.0,0.0,3.0,4.0,4.0,32805.33185371032,1.0,40.0,0,0,0,0,1,0,0,0,0,165,120,4.0,-1.0,-1.0,4,1.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,6,-1.0,15.328795811518324,-1.0,-1.0,2.0,2.0,2.0,2.0,35000.0,3.0,3.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,3.0,1.0,9.0,4.0,1.0,9.0,2.0,1.0,4.0,-1.0,72466.43897578958,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,70.0,70.0,60.0,60.0,60.0,70.0,60.0,70.0,70.0,2015,19,3,24,1,14.0,0.0,48.0,48.0,0.0,0.0,0
5790,1,19,57,91,2,1.0,1.0,1.0,11.0,4.0,100000.0,4.0,72.0,0,0,0,0,1,0,0,0,0,160,130,1.0,5.0,5.0,5,3.0,5.0,4.0,2.0,5.0,4.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,1.0,4.0,5.0,8.0,7.0,4.0,1,3.0,20.0,1.0,2.0,1.0,1.0,2.0,2.0,200000.0,3.0,4.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,3.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,100000.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,90.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2015,9,4,42,1,22.0,0.0,80.0,72.0,0.0,0.0,1
5791,1,7,18,40,1,1.0,1.0,1.0,6.0,4.0,15000.0,1.0,40.0,0,1,0,0,0,0,0,0,0,174,180,2.0,2.0,4.0,2,1.0,4.0,2.0,4.0,5.0,2.0,2.0,1.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,-1.0,-1.0,1.0,4.0,5.0,4.0,6.0,4.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,30000.0,4.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,3,6.0,1.0,2.0,15000.0,1.0,5.0,2.0,6.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,40000.0,4.0,3.0,-1.0,-1.0,2.0,3.0,2.0,4.0,2.0,2.0,-1.0,-1.0,1.0,3.0,80.0,80.0,80.0,70.0,80.0,70.0,80.0,80.0,80.0,2015,16,2,58,1,22.0,54.0,78.0,78.0,29.0,29.0,0
5792,1,27,78,118,2,1.0,1.0,1.0,12.0,4.0,36000.0,4.0,105.0,0,1,0,0,0,0,0,0,0,155,120,3.0,4.0,5.0,2,1.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,7.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,36000.0,1.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,7,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,7.0,1.0,8.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,50000.0,3.0,3.0,-1.0,-1.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,100.0,90.0,80.0,70.0,66.36057186573586,80.0,80.0,70.0,70.0,2015,13,1,85,1,43.0,0.0,0.0,0.0,17.0,0.0,0
5793,1,27,79,119,2,1.0,0.0,7.0,10.0,4.0,24000.0,1.0,70.0,0,1,0,0,0,0,0,0,0,160,100,3.0,5.0,4.0,4,1.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,5.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,4.0,4.0,2.0,7.0,2.0,1,3.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,50000.0,3.0,3.0,1.0,2.0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0,3,4.0,1.0,2.0,26000.0,1.0,3.0,1.0,12.0,4.0,2.0,12.0,4.0,15.0,2.0,1.0,4.0,3.0,40000.0,4.0,4.0,-1.0,-1.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,0.0,50.0,50.0,80.0,70.0,60.0,65.0,80.0,70.0,2015,18,4,32,1,19.0,34.0,60.0,60.0,25.0,25.0,0
5794,1,15,39,70,2,1.0,1.0,1.0,4.0,4.0,12000.0,1.0,35.0,0,0,0,0,0,0,0,0,1,165,135,4.0,3.0,3.0,2,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,30000.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,2,3.0,1.0,1.0,20000.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,35000.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,70.0,80.0,70.0,70.0,70.0,70.0,60.0,70.0,70.0,2015,17,4,67,1,17.0,69.0,0.0,0.0,0.0,0.0,0
5795,1,12,33,62,2,1.0,1.0,1.0,12.0,4.0,48000.0,1.0,85.0,0,0,0,0,1,0,0,0,0,157,96,3.0,3.0,4.0,1,1.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,7.0,2.0,1,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,48000.0,3.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,1,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,4.0,1.0,16.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,60000.0,3.0,4.0,4.0,4.0,5.0,3.0,-1.0,5.0,3.0,4.0,-1.0,5.0,3.0,5.0,70.0,80.0,80.0,70.0,70.0,70.0,80.0,60.0,60.0,2015,15,6,25,1,22.0,0.0,46.0,45.0,0.0,0.0,0
5796,1,6,16,32,2,1.0,1.0,1.0,3.0,2.0,10000.0,1.0,100.0,0,0,1,0,0,0,0,0,0,160,110,3.0,3.0,4.0,2,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,30000.0,2.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,3,4.0,2.0,6.0,30000.0,5.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,30000.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,70.0,78.0,67.0,78.0,80.0,78.0,76.0,67.0,78.0,2015,16,1,65,0,0.0,65.0,90.0,88.0,22.0,22.0,0
5797,1,4,7,22,1,1.0,1.0,1.0,4.0,4.0,0.0,1.0,90.0,0,0,0,0,0,0,0,0,1,165,123,4.0,5.0,5.0,4,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,1.0,7.0,7.0,1.0,4.0,5.0,5.0,5.0,2.0,5,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,24000.0,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,3,1.0,1.0,4.0,24000.0,4.0,-1.0,-1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,12000.0,3.0,3.0,3.0,3.0,3.0,-1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,80.0,80.0,90.0,80.0,80.0,85.0,90.0,90.0,90.0,2015,10,1,57,1,17.0,56.0,85.0,82.0,24.0,24.0,0
5798,2,13,35,65,1,6.0,1.0,1.0,4.0,4.0,0.0,1.0,250.0,0,0,0,1,0,0,0,0,0,170,116,3.0,2.0,4.0,1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,5.0,1.0,7.0,1.0,4,-1.0,15.328795811518324,-1.0,-1.0,1.0,2.0,2.0,2.0,10000.0,1.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,3,1.0,1.0,1.0,0.0,4.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,3.0,2.0,4.0,2.0,3650.0,5.0,5.0,5.0,4.0,5.0,-1.0,-1.0,5.0,1.0,1.0,-1.0,-1.0,1.0,5.0,55.0,100.0,80.0,80.0,80.0,80.0,70.0,90.0,80.0,2015,18,1,61,1,18.0,59.0,0.0,0.0,23.0,23.0,0
5799,1,6,16,32,2,1.0,0.0,5.0,6.0,4.0,32805.33185371032,1.0,90.0,0,1,0,0,0,0,0,0,0,160,90,4.0,4.0,4.0,4,1.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,1,5.0,15.328795811518324,2.0,3.0,1.0,1.0,2.0,2.0,72466.43897578958,2.0,2.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,6,-1.0,-1.0,-1.0,30662.25072738773,-1.0,-1.0,-1.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,72466.43897578958,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,-1.0,4.0,-1.0,2.0,2.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2015,10,1,46,1,19.0,0.0,0.0,0.0,0.0,0.0,0
5800,2,6,17,33,1,1.0,1.0,1.0,3.0,4.0,10000.0,1.0,139.0,0,1,0,0,0,0,0,0,0,165,120,5.0,5.0,4.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,6.0,2.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,20000.0,3.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,2.0,0.0,3,3.0,1.0,1.0,2000.0,3.0,-1.0,-1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,30000.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,-1.0,-1.0,1.0,4.0,80.0,80.0,80.0,80.0,70.0,70.0,70.0,70.0,70.0,2015,11,2,54,0,0.0,53.0,0.0,0.0,23.0,23.0,0
5801,2,26,76,116,2,1.0,1.0,1.0,3.0,2.0,3000.0,1.0,300.0,0,1,1,0,0,0,0,0,0,157,100,3.0,4.0,4.0,1,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,5.0,2.0,3,-1.0,15.328795811518324,-1.0,-1.0,1.0,1.0,2.0,2.0,10000.0,4.0,3.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0.0,2.0,0.0,3,3.0,1.0,1.0,3000.0,3.0,-1.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,10000000.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,70.0,70.0,80.0,70.0,70.0,60.0,60.0,60.0,70.0,2015,10,3,46,0,0.0,48.0,79.0,81.0,22.0,22.0,0
